,Abusive Words
5833,සක්කිලි
5834,නාකියා
5835,තෝ
5836,පොන්නයෙක්
5837,පොන්නයගෙ
5838,පොන්න
5839,හුත්තලා
5840,පුක
5841,නොදකින්
5842,ගොන්
5843,ලබ්බෝ
5844,වේසි
5845,බඩුව
5846,ගොං
5847,බඩුවක්
5848,තෝ
5849,පලකෝ
5850,බඩුව
5851,තෝ
5852,කාලකන්නි
5853,සක්කිලි
5854,මී
5855,හරකෙක්
5856,තෝ
5857,පුක
5858,තෝ
5859,පරයා
5860,උබ
5861,ගොනා
5862,වේස
5863,බඩුවක්
5864,කක්කි
5865,කලවැද්ද
5866,මෝඩ
5867,චූන්
5868,මෝඩ
5869,හුත්ත
5870,කැරි
5871,හුකවල
5872,තෝ
5873,ගොනා
5874,බූරුවා
5875,හරක්ට
5876,තොපි
5877,අන්තවාදියෝ
5878,සක්කිලි
5879,හුජ්ජ
5880,පුක
5881,පයි
5882,පුකේ
5883,බඩුව
5884,තූ
5885,නොදකින්
5886,කාලකන්නි
5887,වේස
5888,බල්ලෝ
5889,කෙරි
5890,බල්ලා
5891,මූශලයා
5892,සෝදමු
5893,තව
5894,සෝදමූ
5895,මූසල
5896,ගොන්
5897,ගොන්නු
5898,හැත්ත
5899,ගොන්
5900,නොදකින්
5901,හරක්
5902,පිංගොනා
5903,තෝ
5904,වැස්සි
5905,නාකියො
5906,තෝ
5907,බිජ්ජ
5908,බිජ්ජො
5909,තෝ
5910,හුත්තෝ
5911,පොන්නයා
5912,පකයො
5913,පොන්නයා
5914,යකො
5915,වේසි
5916,සක්කිලි
5917,රෙද්ද
5918,අස්සේ
5919,රෙද්ද
5920,අස්සේ
5921,කාලකන්නි
5922,හැත්ත
5923,නොදකින්
5924,කැරියා
5925,හුත්තටත්
5926,මූසලයා
5927,තොපි
5928,සක්කිලි
5929,ඕයී
5930,තමුසෙ
5931,රෙන
5932,හුත්තියනේ
5933,පලයන්
5934,අපතය
5935,කාලකන්නි
5936,මුන්ගේ
5937,අමනුස්ස
5938,හැත්ත
5939,හෙණම
5940,පඩංගු
5941,ගොබ්බ
5942,පුක
5943,පුක
5944,ගොන්
5945,බිජ්ජෝ
5946,ලබ්බක්
5947,පක
5948,හුත්තිගෙ
5949,පකයෝ
5950,හැමිනෙන්නෙ
5951,පකීර්ලව
5952,ගොබ්බයි
5953,බූරුවො
5954,පුත්තලම්
5955,බූරුවො
5956,සාප
5957,සාපෙ
5958,පයිය
5959,හරකුන්ගෙන්
5960,වහල්
5961,හිකනලුන්ගේ
5962,මෝඩ
5963,ගොං
5964,බඩ්ඩ
5965,ගොන්නුන්ට
5966,තෝ
5967,පුක්ලෝලි
5968,හූන
5969,තෝ
5970,හරකා
5971,හරක්
5972,හරකා
5973,තොපි
5974,නොදකින්
5975,අවජාතක
5976,ඉස්ටැයිලකින්
5977,ලබ්බක්
5978,කාලකණ්ණි
5979,බල්ලො
5980,අවජාතක
5981,කුපාඩි
5982,ලබ්බ
5983,තිරිසන්
5984,ම්ලේච්ඡ
5985,අසමජ්ජාතී
5986,අවජාතක
5987,වේසි
5988,පොන්නය
5989,ගොන්
5990,බඩුවක්
5991,පුක
5992,කලකාන්නි
5993,හුටා
5994,සිප්පි
5995,කෑල්ල
5996,සක්කිලි
5997,තොට
5998,හු
5999,මුන්
6000,යකෝ
6001,ගොබ්බ
6002,රෙද්ද
6003,බිජ්ජ
6004,කපන්න
6005,හුජ්ජ
6006,බිජ්ජ
6007,හුත්තිලා
6008,පක
6009,හම්බ
6010,පකයි
6011,බිජ්ජ
6012,පකයින්ගෙ
6013,පකෝ
6014,තඩි
6015,තෝ
6016,මහ
6017,කරුමයක්
6018,කාලකණ්ණි
6019,සාප
6020,සක්කිලි
6021,කැරි
6022,පොන්න
6023,වේසිගෙ
6024,කඩලා
6025,මරනවා
6026,පක
6027,තෝ
6028,අපතයෙක්
6029,හුත්ත
6030,හුකන්නලට
6031,වල්
6032,තොට
6033,යකෝ
6034,වේස
6035,හැත්ත
6036,කාලකන්ණිකම්
6037,පක
6038,පකෝ
6039,අවජාතක
6040,අවජාතක
6041,එළු
6042,බිජ්ජ
6043,මෝඩ
6044,ලබ්බක්
6045,ලබ්බ
6046,භල්ලෝ
6047,වර
6048,තොට
6049,ලබ්බවල්වලින්
6050,ගොන්
6051,හුත්තෙක්
6052,තමුසෙ
6053,තමුසෙ
6054,පොන්න
6055,වඳුරු
6056,සක්කිලි
6057,හැත්ත
6058,පලයන්
6059,මුසලයා
6060,පලයන්
6061,ගහන්න
6062,ඕනි
6063,පචයාගේ
6064,මුසල
6065,හැත්ත
6066,බඩුවට
6067,බඩුව
6068,කුණු
6069,මීයෙක්
6070,හුජ්ජ
6071,යකෝ
6072,හකරෝ
6073,හුජ්ජ
6074,සක්කිලි
6075,තුවාල
6076,වෙයන්
6077,තොපි
6078,හුත්තිගේ
6079,පල
6080,පර
6081,බල්ලා
6082,බඩුව
6083,බඩුව
6084,අලි
6085,පුකෙන්
6086,තෝ
6087,කිහිලි
6088,ලෙවන්නනෙ
6089,හුජ්ජ
6090,කොල්ලො
6091,හැමිනෙන්න
6092,පුක
6093,කාලකණ්ණි
6094,පුපේ
6095,උඹ
6096,උඔ
6097,පොර
6098,හුකේ
6099,බලු
6100,ගති
6101,උඹ
6102,හැත්ත
6103,තොට
6104,බුරිය
6105,සට්ටැඹියන්ගෙ
6106,සක්කිලි
6107,පර
6108,ගති
6109,බිජ්ජ
6110,පස්ස
6111,හෝදලා
6112,හෝතඹුවා
6113,පරයා
6114,පරයා
6115,කාලකණ්ණි
6116,ආච්චිට
6117,හාල්
6118,ගරන්න
6119,රෙද්ද
6120,හුජ්ජ
6121,කැරි
6122,පයිය
6123,පුක
6124,හපන්
6125,අවජාතක
6126,පරයෙක්මැයි
6127,කිබි
6128,සිබා
6129,පයිය
6130,වට්ටි
6131,අම්මලා
6132,පයිය
6133,පලයන්
6134,බිජ්ජා
6135,පකෝ
6136,වේසි
6137,සාප
6138,පල
6139,මාලු
6140,වේසි
6141,ඇටේ
6142,පුක
6143,පලයනුත්තෝ
6144,ගොන්
6145,හරකෙක්
6146,යකෝ
6147,මෝඩ
6148,මූසලයෙක්
6149,තමුසෙලා
6150,අයිසෙ
6151,කුහක
6152,හැත්ත
6153,ගූ
6154,කුහකයි
6155,තුහ්
6156,නොදකින්
6157,පාදඩ
6158,අමු
6159,පිස්සෙක්
6160,තෝ
6161,බොටත්
6162,නාකි
6163,විසේ
6164,අහවල්
6165,වැඩේ
6166,පලයන්
6167,පකයා
6168,ගොං
6169,හෙන
6170,ගහලත්
6171,අම්මපා
6172,හුජ්ජ
6173,ගොඩයෝ
6174,හුජ්ජ
6175,හුජ්ජ
6176,තොපි
6177,පවුකාරයො
6178,රෙන්ඩයි
6179,හුජ්ජ
6180,රෙද්ද
6181,පල්ලෙන්
6182,ගඳයි
6183,වැල
6184,හුකුස්සා
6185,ගොන්
6186,හුකුස්සා
6187,වේස
6188,පකයලා
6189,හුත්ත
6190,උන්
6191,උන්
6192,සක්කිලි
6193,අමු
6194,මී
6195,හරක්
6196,හරකා
6197,ගොන්
6198,කාලකණ්ණි
6199,යකෝ
6200,උගේ
6201,පස්සෙ
6202,රෙද්ද
6203,පකය
6204,හුත්තී
6205,තන්
6206,තන්
6207,තඩි
6208,පුකවල්
6209,පුකවල්
6210,ලබ්බ
6211,හැත්තයි
6212,ගොන්
6213,හැත්ත
6214,මෑටි
6215,මෝලෝ
6216,අනේ
6217,පකෝ
6218,ගෙම්බන්පිලයට
6219,ගොන්
6220,තෝ
6221,බඩුවම්
6222,බූරවො
6223,රෙද්දක්
6224,කාලකණ්ණි
6225,වේසියෙක්
6226,වේසියෙක්
6227,වනචර
6228,වලත්ත
6229,වේසෙක්
6230,වේසියන්ට
6231,වේසි
6232,වේසොන්ට
6233,වේසා
6234,වේසකම්
6235,වේසකම්
6236,වේසකම්
6237,බල්ලියොත්
6238,බඩුව
6239,පුක
6240,තෝ
6241,පිස්සා
6242,අවජාතක
6243,නපුංසකයන්
6244,හුයන්නක්ද
6245,තෝ
6246,මැට්ටා
6247,ගොනා
6248,පොල්බූරුවා
6249,වේසියෙක්ට
6250,වේස
6251,වේසියන්ට
6252,වල්
6253,හුජ්ජ
6254,කෙල්ලොන්ට
6255,උට්ටක්ද
6256,ලබ්බ
6257,බයිලා
6258,පම්කියෝද
6259,පලයං
6260,හු
6261,හුජ්ජ
6262,ලිංගෙම්බෝ
6263,හුජ්ජ
6264,බිජ්ජ
6265,අයිසෙ
6266,මෝඩ
6267,ගොන්
6268,හුජ්ජ
6269,කොල්ලන්ට
6270,තොපි
6271,කපනවා
6272,බිජ්ජකද
6273,පකෝ
6274,තෝ
6275,අම්මට
6276,හු
6277,තෝ
6278,තුප්පැහි
6279,සක්කිලි
6280,ඕකුන්
6281,අලුගුත්තෙරුවෝ
6282,පකෝ
6283,ඇට
6284,දෙකත්
6285,තෝ
6286,පයිය
6287,පුක
6288,ලෙවාස්
6289,හොර
6290,ටහුඩු
6291,පුක
6292,පලාගන්නේ
6293,හුත්තෝ
6294,ජඩ
6295,සක්කිලි
6296,පස්ස
6297,සක්කිලි
6298,රෙදි
6299,කාලකණ්ණි
6300,මෝඩ
6301,කුහක
6302,කම
6303,කුහක
6304,ගොනා
6305,පිස්සා
6306,උට
6307,පිස්සු
6308,ගොන්නු
6309,හුජ්ජ
6310,තොට
6311,පල
6312,වල්
6313,ගැහැණියක්
6314,සක්කිලියෝ
6315,කාලකණ්නි
6316,පාහර
6317,බල්ලෝ
6318,තුක්
6319,නොදකින්
6320,නපුන්සකයා
6321,පොන්න
6322,ගොං
6323,තකතීරුවෙක්
6324,හුත්ත
6325,තුට්ටුදෙකේ
6326,අවජාතක
6327,සක්කිලි
6328,වේසිගෙ
6329,පුත්තු
6330,හැඳි
6331,ගෑවෙන්න
6332,පුකට
6333,හෙන
6334,පකෝ
6335,නාකි
6336,පිස්සව
6337,බඩුව
6338,මෝඩයා
6339,පිස්සා
6340,මෝඩ
6341,පකෝ
6342,ලොන්ත
6343,හැත්තනෙ
6344,වහල්
6345,හරකුන්ට
6346,පුක
6347,වඳ
6348,පකෝ
6349,හුත්තෝ
6350,නොදකින්
6351,මූසල
6352,තෝ
6353,පල
6354,පල
6355,හුත්තිගෙ
6356,පුතා
6357,තෝ
6358,හැමනියන්
6359,කාලකණ්ණි
6360,පකය
6361,නිදිකුම්බා
6362,බඩුවක්
6363,කාලකණ්ණි
6364,තූ
6365,තොපි
6366,යකෝ
6367,ඌ
6368,යකූ
6369,බහුජ්ජයො
6370,සිබාලා
6371,නොදකින්
6372,බල්ලො
6373,තොපිත්
6374,බලු
6375,ගොන්
6376,හුත්තිගේ
6377,පුතාලා
6378,අවජාතක
6379,කබ්බො
6380,පයිය
6381,තලන්න
6382,ඔකූන්ගේ
6383,තෝ
6384,පල
6385,පිස්සා
6386,රස්තියාදුකාරයා
6387,තෝ
6388,වඳ
6389,වේසිගේ
6390,පුතෝ
6391,තොට
6392,බූරුවා
6393,ගොන්
6394,තොපිලා
6395,පොන්නයෝ
6396,කාලකන්නි
6397,හැතිකරේ
6398,අපත
6399,හම්බයන්ට
6400,හම්බයින්ට
6401,පොන්න
6402,පොන්නයෝ
6403,ගොන්
6404,ලබ්බෝ
6405,රෙද්ද
6406,මැරියන්
6407,තෝ
6408,පලයන්
6409,හූ
6410,නොදකින්
6411,හැත්ත
6412,මකබෑවිලා
6413,පලයව්
6414,පර
6415,හැත්ත
6416,හුකන
6417,කෙරි
6418,තෝ
6419,පර
6420,බල්ලා
6421,තොපි
6422,හුත්තෝ
6423,නොදකින්
6424,බැල්ලි
6425,වහල්ලු
6426,රි
6427,රිලව්
6428,කාලකන්නි
6429,සක්කිලි
6430,බල්ලො
6431,වීර
6432,සංගිලි
6433,පනික්කියෝ
6434,පනික්කියෝ
6435,තොපි
6436,රෙදි
6437,ගලවනවා
6438,පනික්කියෝ
6439,නාකි
6440,බල්ලො
6441,පලයන්
6442,කැරි
6443,පොන්නයා
6444,වේස
6445,පකා
6446,බිජ්ජ
6447,යකෝ
6448,තෝ
6449,තොපි
6450,පොන්න
6451,අඩු
6452,පර
6453,හැත්ත
6454,අඩු
6455,පරහැත්ත
6456,මූ
6457,අමු
6458,ගවයා
6459,මුසලයා
6460,බඩ
6461,පලයන්
6462,වේසි
6463,බඩ
6464,පල
6465,යකෝ
6466,පොන්නයෝ
6467,යකෝ
6468,මරාගෙන
6469,මැරියල්ල
6470,අම්මගෙරෙද්ද
6471,වේස
6472,පකයො
6473,නද්දකින්
6474,ගොන්
6475,පක්කු
6476,හොරාකන
6477,මුසලයා
6478,පුක
6479,රෙද්ද
6480,පල්ලෙන්
6481,බේරෙනවා
6482,පුක
6483,මෝඩ
6484,යක්කූ
6485,පඩිගත්ත
6486,සක්කිලි
6487,පොන්න
6488,හරකුනුත්
6489,කාලකණ්ණි
6490,නාකියාට
6491,උම්මත්තකයෙක්මූ
6492,ගොන්
6493,බයියො
6494,පිස්සාමූ
6495,පිස්සු
6496,පිස්සු
6497,මුන්
6498,යකෝ
6499,සමනල්ලු
6500,පොන්නයෝ
6501,ගොබ්බයෝ
6502,සක්කිලිය
6503,පකෝ
6504,සක්කිලි
6505,පකෝ
6506,කාලකණ්ණි
6507,පක්කු
6508,පර
6509,බල්ලො
6510,තොපි
6511,වේස
6512,තොපි
6513,අනේ
6514,ගොන්
6515,බයිලා
6516,හුත්තයි
6517,ගෑණි
6518,පරයා
6519,තෝ
6520,පොන්නයෙක්ව
6521,සක්කිලියා
6522,තිරිසනා
6523,ටෞකන්ඩ
6524,හුත්ත
6525,පුක
6526,හිනාව
6527,දේන්ඩ
6528,තිබ්බා
6529,අරුන්ගේ
6530,කටට
6531,පකෝ
6532,ලබ්බ
6533,බඩුවක්
6534,වේස
6535,බඩුවක්
6536,කැරි
6537,පක
6538,පයියේ
6539,වේසියෙකුට
6540,පුක
6541,පක
6542,පිස්සා
6543,නොදකින්
6544,උන්
6545,ගූ
6546,යකුනෙ
6547,තොපේ
6548,ලබ්බවල්
6549,උන්ගෙ
6550,හුජ්ජ
6551,මෝඩ
6552,ගොන්
6553,හරක්
6554,හැත්ත
6555,සාප
6556,නාකි
6557,සෙට්
6558,එක
6559,ගොන්
6560,හිකනල්ලු
6561,තොපෙ
6562,පුකයි
6563,සක්කිලි
6564,හැත්ත
6565,ජඩ
6566,පුක්මන්ත
6567,කැත
6568,හිත
6569,සක්කිලි
6570,බිජ්ජ
6571,පලයං
6572,අයිසෙ
6573,බොරු
6574,බයිල
6575,තෝ
6576,තොගෙ
6577,පයියෙ
6578,පයිය
6579,අම්මාගේ
6580,රෙද්ද
6581,යකෝ
6582,මෝඩ
6583,ටොයියෝ
6584,ගණයෝ
6585,තෝ
6586,පොන්න
6587,තම්බී
6588,කාලකන්නි
6589,මෝඩයින්ට
6590,සක්කිලි
6591,නොදකින්
6592,කාලකණ්ණිකම
6593,නොදකින්
6594,තුහ්
6595,වේසා
6596,තොපිලා
6597,හොරු
6598,රැලටම
6599,පලයන්
6600,කොළුකාර
6601,හැත්ත
6602,අහවල්
6603,ලබ්බකටද
6604,කුනුහබ්බ
6605,තොට
6606,භූමිතෙල්
6607,බිජ්ජ
6608,න්න
6609,වල්
6610,පදුරු
6611,වේසාවා
6612,හුත්තී
6613,යකෝ
6614,තෝ
6615,තොපිට
6616,පලයන්
6617,වේස
6618,පොන්න
6619,සිපයියන්ට
6620,පන්න
6621,පොක්කු
6622,පොන්න
6623,වේසි
6624,බල්ලො
6625,බයියොන්ට
6626,ඇටනමේ
6627,හුජ්ජ
6628,පිස්සා
6629,නාකි
6630,ගෑනියෙක්
6631,නාකිවවිසේ
6632,ගොන්
6633,පොන්සියෝ
6634,සමලින්ගිකයෝ
6635,පට්ට
6636,බැල්ලි
6637,ඕකි
6638,අවජාතක
6639,තොපි
6640,තමුසෙ
6641,හුයන්නක්ද
6642,වේස
6643,බල්ලො
6644,බැල්ලියෙක්
6645,බැල්ලිගේ
6646,උඹත්
6647,පලයන්
6648,පක
6649,පුක
6650,සාපයක්
6651,හිටන්
6652,රෙද්ද
6653,පල්ලෙ
6654,පුක
6655,පකෝ
6656,අවජාතක
6657,සක්කිලි
6658,වේසිගෙ
6659,පොන්න
6660,හුත්තිගෙ
6661,පොන්න
6662,ගොන්
6663,ආතල්
6664,ගොබ්බම
6665,ගොබ්බ
6666,මෝඩ
6667,වැඩ
6668,මුන්ට
6669,හුත්තො
6670,හුත්තෝ
6671,චීත්තයක්
6672,ගලයි
6673,පුකයි
6674,මෝඩ
6675,තෝ
6676,මැරියන්
6677,බල්ලා
6678,පුක
6679,කසයි
6680,නොදකින්
6681,හුකන
6682,පුක
6683,අවජාතක
6684,හැත්ත
6685,කැරියන්ටද
6686,වේස
6687,බැල්ලියන්ගේ
6688,කැරිකම
6689,කිම්බ
6690,කන්න
6691,අල්ලගෙ
6692,ලබ්බ
6693,බිජ්ජ
6694,හැමනෙන්නෙ
6695,පුක
6696,මෝඩ
6697,හැත්තක්
6698,පුක
6699,තොපි
6700,කාලකන්නි
6701,හුකලා
6702,අමු
6703,හරකෙක්
6704,ඇටේ
6705,ඇටේ
6706,කාලකන්නි
6707,පොන්න
6708,පකෝ
6709,වල්
6710,බල්ලෙක්
6711,බැල්ලියක්
6712,හුක
6713,පයියාගල
6714,කිඹිස්ස
6715,හුකපන්
6716,වේසි
6717,අපතයෝ
6718,පිස්සු
6719,නොසන්ඩාල
6720,හැත්ත
6721,අවජාතක
6722,මී
6723,හරකා
6724,කාලකන්නි
6725,හැත්ත
6726,හුත්තො
6727,තොගෙ
6728,බිජ්ජ
6729,ගොන්
6730,වේස
6731,නොදකින්
6732,ගොන්
6733,සිපයියෝ
6734,කාලකන්නි
6735,හුත්තලා
6736,මැරෙන්න
6737,ඔනෙ
6738,පයිය
6739,හුයන්නී
6740,හුත්තී
6741,හුකන්නී
6742,බල්ලෝ
6743,කාලකණ්ණි
6744,හු
6745,පොන්න
6746,ලබ්බ
6747,පයිය
6748,පයියක්
6749,මුසලයා
6750,හුකාං
6751,පුතානො
6752,පට්ට
6753,කාලකණ්ණි
6754,අවජතක
6755,පකයි
6756,පරහැත්ත
6757,සක්කිලි
6758,පොන්න
6759,පකයි
6760,යකො
6761,යකෝ
6762,පොන්නයොත්
6763,කාළකන්නියා
6764,නොදකින්
6765,අමුඩයක්
6766,ඇදපන්
6767,වේස
6768,හුත්තො
6769,තෝ
6770,ලබ්බක්
6771,තූ
6772,නොදකින්
6773,මූ
6774,ගොන්
6775,පකේ
6776,කාලකණ්ණි
6777,මෝල
6778,බිජ්ජ
6779,පර
6780,බැල්ලි
6781,පුක
6782,දනවෝ
6783,පුකේ
6784,කාලකණ්ණි
6785,තමුසෙ
6786,අයිසෙ
6787,ලබ්බ
6788,මැරියන්
6789,පරය
6790,කාලකණ්ණි
6791,ගඳ
6792,පනුවෙක්
6793,හුත්ත
6794,ගොන්
6795,අලියා
6796,හරක්
6797,වැඩ
6798,බිජ්ජ
6799,උම්බෙ
6800,උම්බෙ
6801,ඇටේ
6802,හුත්තො
6803,ජන්ගි
6804,චූ
6805,අවජාතක
6806,හැත්ත
6807,පකෝ
6808,හුත්තො
6809,හු
6810,බඩුවටත්
6811,බඩුව
6812,තොපි
6813,හෙන
6814,පස්ස
6815,ලෙවකන
6816,තොපි
6817,රෙදි
6818,නැතුව
6819,කඩේ
6820,යන
6821,හිඟන
6822,ගොන්බයියෝ
6823,හිඟන
6824,පම්කෙක්
6825,තොපිල
6826,යකෝ
6827,තෝ
6828,අවජාතකයෙක්ට
6829,කාලකණ්ණි
6830,කැරි
6831,වේසිගේ
6832,පකෝ
6833,පෙරේතයෝ
6834,කුම්භාණ්ඩයෝ
6835,පෙරේතයො
6836,කුම්භාණ්ඩයොන්ට
6837,බිජ්ජෝ
6838,පොන්න
6839,හුත්තො
6840,ගොං
6841,පුක
6842,බිජ්ජ
6843,කපනවා
6844,බිජ්ජ
6845,කපනවා
6846,උත්තලා
6847,අයිසෙ
6848,තමුසෙ
6849,තමුසෙගෙ
6850,හෙළුව
6851,තමුසෙ
6852,තමුසෙගෙ
6853,පුකක්
6854,රෙද්දක්ද
6855,ලබ්බ
6856,පට්ට
6857,වේසි
6858,උබ
6859,ගොනා
6860,පුක
6861,දීපු
6862,පරබල්ලෝ
6863,බල්ලො
6864,තොපි
6865,හිකනල්
6866,කැරි
6867,වේස
6868,තම්බියෝ
6869,බල්ලො
6870,කාළකණ්නි
6871,වල්
6872,පරයෝ
6873,බිජ්ජ
6874,හුකා
6875,හුකා
6876,පයිය
6877,පක
6878,සමනල්
6879,පාලනය
6880,කාලකණ්ණි
6881,තෝ
6882,ලබ්බ
6883,පුක
6884,ඇටේ
6885,හරකා
6886,බඩුව
6887,පුක
6888,ඌට
6889,වේසි
6890,නෙද්දකින්
6891,හරක්
6892,පර
6893,හැත්ත
6894,තමුසෙ
6895,ජරා
6896,තමුසෙ
6897,කාළකන්නි
6898,හෙන
6899,හැඳිගෑවිලා
6900,මෝඩ
6901,හැත්ත
6902,පුකට
6903,ටච්
6904,තෝව
6905,මරනවා
6906,පුක
6907,හුජ්ජ
6908,කෙල්ලෙක්
6909,පයිය
6910,කොටා
6911,කුක්කුවට
6912,අවජාතක
6913,පුක
6914,තමුසෙට
6915,පිස්සු
6916,අයිසේ
6917,නොදකින්
6918,අසහනකාරයා
6919,නැගපං
6920,බඩුව
6921,ගොං
6922,බිජ්ජෙක්
6923,නොදකින්
6924,මෝඩ
6925,මූසලයා
6926,පොන්න
6927,තෝ
6928,කේ
6929,මූසල
6930,කාලකණ්ණි
6931,හැත්ත
6932,බඩ
6933,පලයන්
6934,කාලකණ්නි
6935,හැත්ත
6936,කාලකණ්ණි
6937,අංගවිකල
6938,කාලක්ණ්නියා
6939,ටහුක්
6940,තෝ
6941,මුදලට
6942,කහින
6943,බංකොලොත්
6944,උඹල
6945,පුක
6946,වලත්තයා
6947,කැත
6948,බැල්ලි
6949,මීහරකා
6950,පොන්නයෝ
6951,යකෝ
6952,හැතිකරේට
6953,පුක
6954,හැත්ත
6955,කඩේ
6956,කඩේ
6957,හුත්තට
6958,පක
6959,හුකන්නේ
6960,පකෝ
6961,පක
6962,කාලකණ්ණි
6963,හුත්ත
6964,පයිය
6965,බෞකාහන්
6966,කෙරි
6967,හරකෙකු
6968,පුක
6969,සක්කිලි
6970,පුක
6971,අවජාතක
6972,පට්ට
6973,වේසියෝ
6974,පොන්නයො
6975,තොට
6976,තෝ
6977,තොපි
6978,නාකි
6979,පෙරේතයා
6980,ලොල්ලා
6981,රෙද්ද
6982,රීල
6983,පුක
6984,කාලකණ්ණි
6985,ගොන්
6986,පක්කු
6987,හුකාගනින්
6988,සුනකයා
6989,ගොං
6990,ලබ්බ
6991,ඌ
6992,අමු
6993,ගොන්
6994,හරකෙක්
6995,රෙද්ද
6996,තංගැට
6997,හුම්මෙ
6998,පරට්ටි
6999,මෝඩ
7000,පයියො
7001,වේසියොඕකුං
7002,රෙන
7003,ටෞකන්ඩ
7004,ගොන්නු
7005,ලැජ්ජායි
7006,හුජ්ජ
7007,බරක්
7008,බෙට්ට
7009,පුක
7010,පුක
7011,කාලකණ්ණි
7012,කාලකන්නි
7013,හැත්ත
7014,අවජාතක
7015,බැල්ලිගේ
7016,පුතෙක්
7017,තොගේ
7018,හැකර
7019,වහපන්
7020,තෝ
7021,ගෝත
7022,පකෙක්
7023,ගොබ්බ
7024,මීරක්
7025,ගොබ්බ
7026,තඩි
7027,ශිවන්යෙක්
7028,බඩ
7029,ගෑණි
7030,කාලකනින්ට
7031,තෝ
7032,හැදිගෑවියන්
7033,පර
7034,බල්ලා
7035,ගූ
7036,තමුසෙ
7037,තොපි
7038,හොක්ක
7039,තලන්නෙ
7040,හොක්ක
7041,පොන්නයා
7042,හිඟන
7043,බැල්ලිගෙ
7044,එකා
7045,පුක
7046,වලලාගෙන
7047,මැරියන්
7048,චීත්ත
7049,හැත්ත
7050,රෙන
7051,කං
7052,බඩුව
7053,තෝ
7054,පනුවො
7055,සක්කිලි
7056,හැත්ත
7057,රි
7058,යකො
7059,කුනුහරුප
7060,හුත්ත
7061,පක
7062,වේසි
7063,පොන්නයා
7064,කුනුහරපය
7065,හුත්ත
7066,තොපි
7067,ගොන්
7068,ලිස්ට්
7069,මෝඩ
7070,හුත්තෙ
7071,හිටං
7072,පුක
7073,ලදරං
7074,පක
7075,දෙදරං
7076,ගොන්
7077,ගෑණියෙක්ගේ
7078,ඇමිනෙන
7079,වේස
7080,බල්ලා
7081,අවජාතක
7082,ගොං
7083,පුකවල්
7084,යකෝ
7085,හරක්
7086,වේස
7087,ගෑණි
7088,රෙද්ද
7089,අවජාතක
7090,තක්කඩියෙකි
7091,හම්බයො
7092,ඩබල්ගෙම්
7093,කාරයා
7094,නිවටයා
7095,ගුනමකුනා
7096,පබයා
7097,මුසලයා
7098,පාවාදෙන්නා
7099,නෙදකින්
7100,තෝ
7101,වැසිකිළි
7102,කට
7103,අපතයින්ගෙ
7104,බිජ්ජ
7105,කාලකණ්ණි
7106,හිඟන
7107,හැත්ත
7108,ඉල්ලේ
7109,තෝ
7110,පරට්ටි
7111,වේසාවි
7112,බඩුව
7113,මෝඩ
7114,මූසලය
7115,හුත්තෝ
7116,හුත්තම
7117,පකෝ
7118,හුත්තිගෙ
7119,හුත්තිගෙ
7120,තොපෙ
7121,වහුකුණු
7122,හුත්ත
7123,තෝ
7124,ඕකිට
7125,තුක්
7126,නොදකින්
7127,බල්ලනේ
7128,පකෝ
7129,කාලකණ්ණි
7130,ගොං
7131,පස්ස
7132,පලු
7133,දෙකේ
7134,මෝඩ
7135,හරකා
7136,පකෝ
7137,පු
7138,ගොන්
7139,ගෑනි
7140,පකයෝ
7141,රෙද්ද
7142,හුකන්න
7143,හුකපං
7144,හුත්තී
7145,තෝ
7146,පල
7147,බඩුව
7148,පුක
7149,පකෝ
7150,තෝ
7151,සීනිබෝල
7152,පොන්නයෝ
7153,පට්ට
7154,හිගන්නෝ
7155,හුජ්ජ
7156,හුජ්ජ
7157,මොනෞත්තක්ද
7158,පකෝ
7159,පකයට
7160,පට්ට
7161,හඩු
7162,ගද
7163,උන්ට
7164,යකෝ
7165,රෙද්ද
7166,දීපන්
7167,තෝ
7168,පකෝ
7169,වැඩක්
7170,ඝනගෙඩියො
7171,තක්කඩි
7172,වැඩක්
7173,හුත්තලා
7174,නොදකින්
7175,තූ
7176,ගොන්
7177,තොත්
7178,තොගෙ
7179,හු
7180,පොන්න
7181,පකයෙක්
7182,ගොන්
7183,ගොන්
7184,හොර
7185,ගෑණි
7186,ගොන්
7187,බඩුවකටනි
7188,නොදකින්
7189,හුත්ත
7190,කාලකණ්ණි
7191,බූරුවෙක්
7192,වංචාකාරයෙක්
7193,තක්කඩියෙක්
7194,හුත්තෝ
7195,කාලකණී
7196,කාලකන්ණී
7197,ගොන්
7198,කතා
7199,අමුම
7200,අමු
7201,කාලකණ්ණි
7202,සක්කිලි
7203,ගෑණි
7204,නොදකිං
7205,පයිය
7206,පකයා
7207,පොන්නයෝය
7208,පර
7209,මුස්ලිම්
7210,හැත්ත
7211,කිම්බ
7212,උඹලත්
7213,සක්කිලි
7214,තොපේ
7215,ලබ්බ
7216,ටහිකෙන
7217,නිව්මෝනියා
7218,කාරයෙක්
7219,පයිය
7220,ගොන්
7221,හරකෙක්ගේ
7222,8216
7223,තෝ
7224,පල
7225,කාළකන්ණි
7226,හැත්ත
7227,නොදකින්
7228,බූරුවා
7229,තඩි
7230,බඩුවක්
7231,හුත්තට
7232,පුකේ
7233,බිජ්ජ
7234,හුජ්ජ
7235,පට්ට
7236,වේසියො
7237,යකෝ
